! demo8(n).gr.dat : [1..51][1..15]
 -5.926e+000 -2.593e+001 -1.000e+000 +4.224e+005 +4.630e-006 -2.500e+000 -1.482e-001 -1.342e+000 -1.342e+001 +9.405e-005 +3.329e-006 +0.000e+000 +9.405e-005 +3.329e-006 +1.490e+000
 -5.779e+000 -2.578e+001 -1.000e+000 +3.921e+005 +4.298e-006 -2.400e+000 -1.446e-001 -1.245e+000 -1.245e+001 +8.748e-005 +3.320e-006 +0.000e+000 +8.748e-005 +3.320e-006 +1.390e+000
 -5.622e+000 -2.562e+001 -1.000e+000 +3.618e+005 +3.966e-006 -2.300e+000 -1.406e-001 -1.149e+000 -1.149e+001 +8.094e-005 +3.310e-006 +0.000e+000 +8.094e-005 +3.310e-006 +1.290e+000
 -5.452e+000 -2.545e+001 -1.000e+000 +3.317e+005 +3.636e-006 -2.200e+000 -1.364e-001 -1.053e+000 -1.053e+001 +7.443e-005 +3.299e-006 +0.000e+000 +7.443e-005 +3.299e-006 +1.190e+000
 -5.267e+000 -2.527e+001 -1.000e+000 +3.016e+005 +3.307e-006 -2.100e+000 -1.317e-001 -9.580e-001 -9.580e+000 +6.796e-005 +3.285e-006 +0.000e+000 +6.796e-005 +3.285e-006 +1.090e+000
 -5.064e+000 -2.506e+001 -1.000e+000 +2.717e+005 +2.979e-006 -2.000e+000 -1.267e-001 -8.631e-001 -8.631e+000 +6.153e-005 +3.268e-006 +0.000e+000 +6.153e-005 +3.268e-006 +9.897e-001
 -4.841e+000 -2.484e+001 -1.000e+000 +2.420e+005 +2.653e-006 -1.900e+000 -1.211e-001 -7.687e-001 -7.687e+000 +5.516e-005 +3.248e-006 +0.000e+000 +5.516e-005 +3.248e-006 +8.897e-001
 -4.592e+000 -2.459e+001 -1.000e+000 +2.125e+005 +2.329e-006 -1.800e+000 -1.148e-001 -6.749e-001 -6.749e+000 +4.886e-005 +3.224e-006 +0.000e+000 +4.886e-005 +3.224e-006 +7.897e-001
 -4.311e+000 -2.431e+001 -1.000e+000 +1.832e+005 +2.009e-006 -1.700e+000 -1.078e-001 -5.819e-001 -5.819e+000 +4.265e-005 +3.193e-006 +0.000e+000 +4.265e-005 +3.193e-006 +6.897e-001
 -3.990e+000 -2.399e+001 -1.000e+000 +1.543e+005 +1.691e-006 -1.600e+000 -9.979e-002 -4.900e-001 -4.900e+000 +3.655e-005 +3.154e-006 +0.000e+000 +3.655e-005 +3.154e-006 +5.897e-001
 -3.616e+000 -2.362e+001 -1.000e+000 +1.257e+005 +1.378e-006 -1.500e+000 -9.045e-002 -3.993e-001 -3.993e+000 +3.061e-005 +3.102e-006 +0.000e+000 +3.061e-005 +3.102e-006 +4.897e-001
 -3.172e+000 -2.317e+001 -1.000e+000 +9.773e+004 +1.071e-006 -1.400e+000 -7.934e-002 -3.104e-001 -3.104e+000 +2.487e-005 +3.031e-006 +0.000e+000 +2.487e-005 +3.031e-006 +3.897e-001
 -2.630e+000 -2.263e+001 -1.000e+000 +7.051e+004 +7.730e-007 -1.300e+000 -6.579e-002 -2.240e-001 -2.240e+000 +1.942e-005 +2.931e-006 +0.000e+000 +1.942e-005 +2.931e-006 +2.897e-001
 -1.948e+000 -2.195e+001 -1.000e+000 +4.441e+004 +4.868e-007 -1.200e+000 -4.871e-002 -1.410e-001 -1.410e+000 +1.439e-005 +2.784e-006 +0.000e+000 +1.439e-005 +2.784e-006 +1.897e-001
 -1.056e+000 -2.106e+001 -1.000e+000 +1.994e+004 +2.186e-007 -1.100e+000 -2.642e-002 -6.333e-002 -6.333e-001 +1.000e-005 +2.566e-006 +0.000e+000 +1.000e-005 +2.566e-006 +8.975e-002
 +1.397e-001 -1.986e+001 +1.182e+000 +1.647e+003 -2.332e-008 -1.000e+000 +3.495e-003 +6.755e-003 +6.755e-002 +6.519e-006 +2.257e-006 +0.000e+000 +6.519e-006 +2.257e-006 -1.025e-002
 +1.736e+000 -1.826e+001 +1.000e+000 +2.104e+004 -2.306e-007 -9.000e-001 +4.343e-002 +6.682e-002 +6.682e-001 +4.163e-006 +1.887e-006 +0.000e+000 +4.163e-006 +1.887e-006 -1.103e-001
 +3.749e+000 -1.625e+001 +1.000e+000 +3.668e+004 -4.020e-007 -8.000e-001 +9.377e-002 +1.165e-001 +1.165e+000 +2.831e-006 +1.555e-006 +0.000e+000 +2.831e-006 +1.555e-006 -2.103e-001
 +6.091e+000 -1.391e+001 +1.000e+000 +4.971e+004 -5.450e-007 -7.000e-001 +1.524e-001 +1.579e-001 +1.579e+000 +2.134e-006 +1.319e-006 +0.000e+000 +2.134e-006 +1.319e-006 -3.103e-001
 +8.660e+000 -1.134e+001 +1.000e+000 +6.096e+004 -6.683e-007 -6.000e-001 +2.166e-001 +1.936e-001 +1.936e+000 +1.744e-006 +1.158e-006 +0.000e+000 +1.744e-006 +1.158e-006 -4.103e-001
 +1.139e+001 -8.614e+000 +1.000e+000 +7.099e+004 -7.782e-007 -5.000e-001 +2.848e-001 +2.255e-001 +2.255e+000 +1.498e-006 +1.044e-006 +0.000e+000 +1.498e-006 +1.044e-006 -5.103e-001
 +1.423e+001 -5.774e+000 +1.000e+000 +8.011e+004 -8.781e-007 -4.000e-001 +3.558e-001 +2.544e-001 +2.544e+000 +1.327e-006 +9.586e-007 +0.000e+000 +1.327e-006 +9.586e-007 -6.103e-001
 +1.715e+001 -2.846e+000 +1.000e+000 +8.853e+004 -9.705e-007 -3.000e-001 +4.291e-001 +2.812e-001 +2.812e+000 +1.201e-006 +8.909e-007 +0.000e+000 +1.201e-006 +8.909e-007 -7.103e-001
